YEAR,MO,DY,QV2M,RH2M,PRECTOTCORR,T2M,T2MDEW,T2MWET,TS,PS,WS10M,WD10M,WS50M,WD50M
2002,5,22,4.27,46,0,9.9,-2.3,3.8,10.9,75.97,2.45,214.5,2.7,211.25
2002,5,23,5.43,58.25,0,9.37,0.97,5.17,10.5,76.26,2.29,208,2.55,207
2002,5,24,5.31,53.38,0,10.79,0.61,5.69,11.98,76.4,2.66,225.38,2.89,223.06
2002,5,25,5.25,49.31,0,12.4,0.49,6.44,13.68,76.33,2.43,199.75,2.67,196.44
2002,5,26,4.64,40.62,0,13.65,-1.2,6.22,14.19,75.91,3.16,247.25,3.71,245.31
2002,5,27,6.16,64,0.04,9.98,2.66,6.32,11.21,75.8,2.38,214.12,2.55,229.06
2002,5,28,4.94,52,0,10.79,-0.42,5.19,12.01,75.79,2.62,204.62,2.73,202.62
2002,5,29,4.58,42.25,0,12.02,-1.56,5.23,12.55,75.76,2.97,220.19,3.23,219
2002,5,30,5.13,44.69,0,13.17,0.19,6.68,14.02,75.9,2.8,235.69,3.05,233.31
2002,5,31,5,40.38,0,14.43,-0.32,7.05,14.93,76,2.95,242.69,3.41,240.94
2002,6,1,5,39.75,0,14.83,-0.27,7.28,15.55,75.95,2.82,215.69,3.16,213.88
2002,6,2,4.82,37.5,0.01,15.35,-0.69,7.33,15.87,75.97,3.38,243.44,3.95,242.31
2002,6,3,5.25,38.62,0,15.73,0.37,8.05,16.47,76.06,2.77,242.44,3.21,241.75
2002,6,4,6.41,53.38,0.01,14.01,3.22,8.61,15.64,75.92,3.05,209.25,3.73,208.5
2002,6,5,7.08,67.75,0.12,11.01,4.73,7.87,12.14,76.02,1.75,229.44,2.06,244.06
2002,6,6,5.92,58.25,0,11.1,2.19,6.64,12.96,76.05,2.81,231.06,3.19,230.62
2002,6,7,4.76,46.62,0.01,12.62,-1.05,5.79,13.73,75.9,3.48,215.38,4.07,214.38
2002,6,8,4.82,40.56,0.16,14.18,-0.96,6.61,14.48,75.7,3.74,232.69,4.43,231.62
2002,6,9,5.25,47.81,0.25,12.79,0.44,6.62,14.09,75.71,3.5,228.44,3.8,230.62
2002,6,10,5.31,47.69,0.25,12.53,0.72,6.62,13.74,75.94,2.84,224.12,2.96,221.31
2002,6,11,4.64,40.5,0,13.27,-1.22,6.02,14.01,76.01,2.86,231.94,2.96,229
2002,6,12,4.27,36.69,0,13.58,-2.24,5.66,14.33,75.97,3.02,235.88,3.27,233.56
2002,6,13,4.88,39.81,0,14.13,-0.38,6.87,15.11,75.89,3.03,235.25,3.33,233.19
2002,6,14,4.64,37.38,0,14.96,-1.15,6.9,16.01,75.82,3.02,229.12,3.39,226.75
2002,6,15,6.23,53.12,0.36,12.71,2.73,7.72,13.83,75.71,2.62,200.94,3.07,202.12
2002,6,16,7.02,81.5,7.04,7.73,4.57,6.15,8.64,75.7,1.77,208.62,2.16,203.81
2002,6,17,5.25,60.69,1.41,8.72,0.44,4.58,10.33,75.98,2.48,220.94,2.84,219.5
2002,6,18,3.97,40.06,0,11.23,-3.38,3.92,12.05,75.77,2.85,226.94,3.18,225.12
2002,6,19,3.72,33.69,0,12.78,-4.19,4.3,13.28,75.59,3.13,216.69,3.44,214.94
2002,6,20,4.21,34.88,0,14.26,-2.67,5.8,15.09,75.57,2.88,222.31,3.2,221
2002,6,21,4.64,33.38,0,16.5,-1.25,7.62,17.51,75.52,3.09,221.31,3.6,220
2002,6,22,4.94,34.56,0.01,17.34,-0.63,8.36,18.22,75.45,3.37,208.69,4.14,207
2002,6,23,7.2,58.44,1.08,13.84,4.98,9.41,15.93,75.77,3.4,260.75,3.73,258.56
2002,6,24,6.65,59.25,1.7,12.48,3.9,8.19,13.92,76.06,2.32,226,2.52,223.81
2002,6,25,5.86,48.5,0.06,13.75,2.1,7.93,14.86,76.14,2.59,242.12,2.68,241.06
2002,6,26,5.43,43.25,0,14.54,1.05,7.79,15.27,76.27,2.84,246.5,3.12,247.25
2002,6,27,3.48,27.88,0,16.33,-5.27,5.53,16.85,76.13,2.81,215.44,3.09,216.12
2002,6,28,3.66,23.12,0,19.09,-4.38,7.35,19.84,75.86,3.48,194.62,4.24,192.25
2002,6,29,4.58,27.75,0.08,19.11,-1.37,8.87,20.31,75.95,3.23,244.25,3.82,244.19
2002,6,30,4.88,31.88,0.17,17.65,-0.39,8.62,18.21,75.9,3.39,257.88,3.99,259.69
2002,7,1,6.35,46,0.37,15.99,3.05,9.52,17.56,75.89,3.07,216.06,3.33,213.38
2002,7,2,7.93,67.25,4.69,12.83,6.44,9.64,14.19,76.07,2.86,241.5,3.17,237.88
2002,7,3,6.41,55.25,0.04,13.19,3.24,8.21,14.73,76.17,2.62,243.12,2.89,241.62
2002,7,4,5.19,43.94,0.07,13.39,0.43,6.91,14.55,76.05,2.58,215.44,2.72,225.62
2002,7,5,4.82,39.75,0,13.68,-0.67,6.51,15.33,75.94,2.74,231.25,3.02,228.44
2002,7,6,5.62,46.44,0.61,13.28,1.46,7.37,15.06,75.88,2.54,229.81,3.02,227.81
2002,7,7,5.07,42.94,0.35,13.66,0,6.83,15.6,75.86,2.76,235.44,3.2,233.88
2002,7,8,4.21,31.38,0,15.56,-2.45,6.55,16.94,75.71,2.88,236.56,3.1,238.12
2002,7,9,5.62,44.94,0.04,14.05,1.45,7.75,15.33,75.74,2.3,192.25,2.71,192.69
2002,7,10,6.1,55.56,1.22,11.58,2.62,7.1,12.47,75.89,1.47,213.69,1.84,213.38
2002,7,11,4.88,40.31,0.27,13.93,-0.49,6.72,14.71,75.8,2.73,246.81,3.02,247.5
2002,7,12,4.09,31.88,0.01,14.75,-2.81,5.98,15.99,75.85,2.84,230.19,3.16,228.69
2002,7,13,3.54,25.75,0,16.59,-4.58,6.01,17.73,75.89,3.04,232.81,3.38,232.75
2002,7,14,3.72,25.12,0,17.58,-4.13,6.73,18.7,75.87,2.75,235.06,3.09,235.81
2002,7,15,3.54,23.06,0,17.89,-4.6,6.64,18.94,75.82,2.97,230.69,3.23,230.12
2002,7,16,3.91,24.44,0,18.34,-3.44,7.45,19.27,75.97,3.25,235.12,3.54,235
2002,7,17,4.21,24.94,0,19.32,-2.43,8.44,20.55,76.02,2.56,218.06,2.87,221.25
2002,7,18,5.55,32.94,0,19.52,1.22,10.37,21.06,76.02,3,233.5,3.39,232.88
2002,7,19,4.88,27.38,0,20,-0.35,9.83,20.93,76,2.98,231.44,3.25,231.75
2002,7,20,4.88,31,0.23,18.62,-0.43,9.09,20.16,75.94,3.2,249.56,3.67,248.38
2002,7,21,6.47,45.06,0.26,15.95,3.38,9.66,17.66,75.77,2.91,258.94,3.16,256.56
2002,7,22,4.27,38.19,0.08,12.13,-2.25,4.94,13.51,75.81,2.68,291.38,2.9,289.38
2002,7,23,2.32,23.75,0.01,12.87,-10.15,1.36,14.03,75.84,2.89,224.19,3.19,222.69
2002,7,24,2.08,15.19,0,16.19,-10.79,2.7,16.78,75.66,2.92,228.19,3.16,227.19
2002,7,25,2.2,14.56,0,17.76,-10.34,3.71,17.97,75.66,3.17,216.31,3.45,214.56
2002,7,26,2.32,14.88,0,18.37,-9.68,4.34,18.57,75.68,3.01,234.06,3.26,233.44
2002,7,27,2.56,15.44,0,19.01,-8.75,5.12,19.7,75.69,3.12,236,3.44,234.12
2002,7,28,3.78,21.5,0,18.72,-3.95,7.39,19.17,75.83,2.77,247.94,3,248.81
2002,7,29,4.58,29.69,0,16.95,-1.27,7.84,17.58,75.86,2.97,253.25,3.41,254.25
2002,7,30,4.58,32.38,0.02,16.13,-1.27,7.43,17.98,75.81,2.69,247.62,2.91,246.69
2002,7,31,4.58,32.5,0.35,15.49,-1.2,7.15,16.3,75.97,1.73,250.62,1.84,250.06
2002,8,1,4.33,31,0,16.61,-2.02,7.3,18.08,75.97,2.91,224,3.13,222.81
2002,8,2,4.15,27.5,0,17.51,-2.64,7.44,18.79,75.93,3.09,225.62,3.36,224.56
2002,8,3,3.78,24,0,18.39,-3.84,7.27,19.37,75.87,3.05,239.25,3.38,240.12
2002,8,4,4.21,25.38,0,18.18,-2.51,7.83,19.44,75.91,2.84,243.25,3.08,242.12
2002,8,5,4.39,28.12,0,18.15,-1.84,8.15,19.44,75.9,2.77,231.25,2.99,231
2002,8,6,3.97,23.5,0,19.18,-3.22,7.98,20.3,75.72,2.93,219.75,3.19,217.81
2002,8,7,4.7,26.38,0.03,20.05,-1.08,9.48,21.15,75.73,3.34,214,3.82,212.25
2002,8,8,5,26.62,0.09,20.73,-0.29,10.22,21.61,75.83,2.8,217.31,3.09,215.62
2002,8,9,5.13,27.62,0,21.06,0.13,10.6,22.42,75.61,3.04,203.69,3.5,202.38
2002,8,10,4.7,24.81,0,21.48,-1.04,10.22,22.58,75.74,3.16,220.19,3.77,218.44
2002,8,11,5.19,27.31,0.02,20.77,0.37,10.58,22.26,75.87,2.54,206.31,3.02,198.69
2002,8,12,6.35,37.25,0.34,18.88,3.24,11.06,20.57,75.86,2.94,240.44,3.23,238.81
2002,8,13,7.32,51.62,0.55,15.99,5.15,10.57,17.96,75.63,1.8,201.56,1.87,200.81
2002,8,14,7.26,65.31,1.51,12.01,5.08,8.55,13.9,75.6,2.26,217.19,2.36,212.62
2002,8,15,5.07,49.44,0.73,11.39,-0.06,5.66,13.3,75.84,2.2,229.31,2.43,227.81
2002,8,16,3.11,28.06,0,14.05,-6.42,3.82,14.99,75.67,2.91,218.38,3.2,216.56
2002,8,17,2.14,16.38,0,16.55,-10.74,2.9,16.87,75.63,3.02,208.62,3.34,207
2002,8,18,3.48,22.12,0,18.41,-4.81,6.8,19.24,75.65,2.96,205.5,3.56,203.62
2002,8,19,4.03,24.94,0,18.37,-2.99,7.69,18.82,75.94,3.01,227.06,3.34,225.75
2002,8,20,4.15,27,0,17.69,-2.6,7.55,18.38,76,3.02,246.62,3.35,244.94
2002,8,21,5.13,35.25,0,16.17,0.31,8.24,16.69,76.08,2.44,236.81,2.52,236.06
2002,8,22,4.64,32.94,0,16.19,-1.06,7.56,16.94,76.03,2.9,211.25,2.99,210.06
2002,8,23,4.15,27.75,0,17.55,-2.67,7.44,17.96,76.1,2.73,218.81,2.88,216.88
2002,8,24,3.11,20.62,0,17.7,-6,5.85,17.34,76.28,2.84,223.38,3.07,222.31
2002,8,25,2.69,18.12,0,17.52,-7.89,4.81,17.4,76.27,2.97,228.69,3.3,226.88
2002,8,26,4.21,28.56,0,16.39,-2.47,6.96,16.36,76.24,2.7,238.12,2.93,238.06
2002,8,27,4.52,33.31,0,15.98,-1.51,7.24,16.76,76.17,2.94,220.94,3.23,219.5
2002,8,28,3.91,26.56,0,17.01,-3.27,6.87,17.3,76.19,2.88,230.12,3.1,228.5
2002,8,29,4.7,31.56,0.02,16.68,-0.91,7.89,17.22,76.24,2.79,233.5,3.02,231.94
2002,8,30,5.62,40.75,0,15.33,1.55,8.44,16.26,76.34,3.05,242.38,3.55,242.38
2002,8,31,5.62,46.06,0,13.47,1.66,7.57,14.52,76.28,2.55,235.12,2.84,233.5
2002,9,1,5.98,53.06,0.13,12.24,2.46,7.35,13.56,76.22,1.87,193.94,2.1,191.44
2002,9,2,6.1,65.81,7.06,9.33,2.65,6,10.3,76.31,2.24,194.5,2.47,194.44
2002,9,3,4.82,52.81,0.01,9.83,-0.51,4.66,11.01,76.17,2.38,217.62,2.57,215.19
2002,9,4,4.7,53.94,0.02,8.24,-0.98,3.63,8.83,76.11,1.66,232.62,1.83,232.19
2002,9,5,3.54,42.88,0,9.08,-4.63,2.23,9.87,76,2.47,207.06,2.68,205.12
2002,9,6,3.85,45.81,0.6,8.54,-3.69,2.43,8.75,76.03,3.28,229.06,3.78,227.5
2002,9,7,3.23,44.38,0.78,7.46,-6.18,0.64,7.96,76.31,2.42,205,2.6,204.12
2002,9,8,3.42,36.44,0.14,10.19,-5.12,2.54,11.27,76.15,4.08,117.94,5.41,119
2002,9,9,3.85,40.44,0.02,11.14,-3.49,3.83,12.6,76.05,3.15,191.81,4.02,191.38
2002,9,10,3.72,38.81,0,11.43,-4.18,3.62,12.27,75.94,2.93,208.69,3.53,206.69
2002,9,11,3.42,35.81,0,11.86,-5.35,3.25,12.12,76.09,2.98,214.94,3.42,213.56
2002,9,12,2.69,27.06,0,12.05,-8.41,1.82,11.56,76.31,2.79,208.69,3.08,206.75
2002,9,13,1.65,16.44,0,12.93,-13.33,-0.2,12.23,76.29,2.88,213.44,3.25,212.25
2002,9,14,2.14,18.06,0,13.58,-10.52,1.53,12.59,76.33,3.13,223.12,3.6,221.62
2002,9,15,3.3,29.38,0.03,12.41,-5.58,3.41,12.4,76.26,3.94,237.06,4.81,236
2002,9,16,4.76,45.19,0,11.27,-0.65,5.31,11.11,76.13,3.05,254.44,3.55,254.31
2002,9,17,3.97,45.94,0.57,9.05,-3.8,2.62,9.9,76.07,2.43,200.62,2.93,199.31
2002,9,18,3.11,39.94,0,9.33,-6.59,1.37,10.73,76.1,3.02,186.19,3.89,187.62
2002,9,19,2.87,33.5,0,10.44,-7.26,1.58,11.37,76.23,3.9,199.56,4.77,198.75
2002,9,20,2.5,28.25,0,11.78,-8.85,1.47,12.44,76.39,2.99,202.56,3.97,202.31
2002,9,21,2.2,24.19,0,11.58,-10.48,0.55,11.87,76.61,2.85,213.25,3.41,210.62
2002,9,22,2.08,21.88,0,10.8,-10.67,0.07,10.55,76.49,2.71,219.81,2.94,218
2002,9,23,2.32,24.38,0,10.21,-9.66,0.28,9.9,76.34,2.66,228.25,2.88,227.62
2002,9,24,2.38,26,0,10.11,-9.2,0.45,9.83,76.15,2.69,218.12,2.92,219.06
2002,9,25,2.62,27.31,0,10.91,-8.31,1.3,11.36,76.01,3.41,120.25,4.48,121.06
2002,9,26,3.23,30.25,0,11.33,-5.81,2.76,12.01,76.15,2.02,162.44,2.7,146.94
2002,9,27,3.11,31.88,0,10.92,-6.06,2.43,11.72,76.25,2.3,212.19,2.63,210.81
2002,9,28,3.11,31.19,0,11.34,-6.04,2.65,11.94,76.33,2.1,198.88,2.48,187.19
2002,9,29,2.56,26.44,0,11.54,-8.58,1.48,12.03,76.33,1.94,156.88,2.47,147.94
2002,9,30,2.5,26.44,0,10.58,-8.77,0.9,10.51,76.37,2.73,212.31,3.09,210.38
2002,10,1,2.75,28.38,0,10.51,-7.59,1.46,9.57,76.51,2.31,220.56,2.5,219.12
2002,10,2,2.32,24.31,0,10.8,-9.43,0.69,9.64,76.48,2.51,207,2.76,206
2002,10,3,2.01,20.25,0,11.67,-10.98,0.34,10.58,76.34,2.58,219.12,2.85,218.25
2002,10,4,2.01,19.5,0,11.9,-11.01,0.44,10.68,76.66,2.58,218.31,2.89,213.81
2002,10,5,1.59,18,0,11.23,-13.6,-1.18,11.01,76.39,5.27,125.31,7.03,125.88
2002,10,6,2.81,27.19,0,10.98,-7.71,1.64,10.37,76.56,2.93,210.81,3.47,210.12
2002,10,7,4.33,44.38,0.11,10.22,-2.03,4.09,9.91,76.59,2.66,232.12,3.2,231.25
2002,10,8,4.82,57.69,0.07,8.35,-0.65,3.85,9.01,76.63,2.92,201.69,3.45,201.62
2002,10,9,3.05,33.69,0,10.04,-6.48,1.78,9.76,76.59,2.68,198.19,3.12,196.38
2002,10,10,2.87,28.75,0,10.52,-7.06,1.73,9.9,76.66,2.41,223.56,2.68,222.69
2002,10,11,2.75,33.62,0,7.92,-7.61,0.15,7.36,76.57,2.57,197.69,2.91,197
2002,10,12,3.11,35.38,0.03,8.44,-6.21,1.12,7.96,76.23,2.54,219.31,2.93,219.12
2002,10,13,3.54,42.94,0.02,7.86,-4.78,1.54,7.92,76.03,3.23,225.25,3.94,224.62
2002,10,14,5.19,64.69,0.46,7.33,0.37,3.85,7.87,76.14,3.21,259.44,3.91,258.44
2002,10,15,4.82,70.69,1.73,5.09,-0.53,2.28,6.08,76.09,2.8,226.19,3.3,225.38
2002,10,16,4.94,84.88,1.2,2.25,-0.16,1.05,2.94,76.23,1.52,210.44,1.81,197.25
2002,10,17,4.39,65.81,0.07,4.45,-1.79,1.33,4.35,76.26,1.86,186.5,2.2,185.94
2002,10,18,4.94,79.88,5.51,2.98,-0.31,1.33,2.79,76.19,1.41,226.81,1.74,227
2002,10,19,4.33,79.25,4.64,1.63,-2.05,-0.21,1.49,76.3,2.54,239.12,3.11,239.94
2002,10,20,2.87,58.25,0,1.44,-7.33,-2.95,0.6,76.34,2.45,188.38,2.96,187.38
2002,10,21,2.2,37.25,0,4.49,-10.49,-2.99,3.35,76.22,3.14,114.19,4.2,115.69
2002,10,22,2.38,37.94,0,4.58,-9.42,-2.42,3.87,76.06,5.15,121.56,6.52,121.69
2002,10,23,2.44,34.44,0,5.72,-9.16,-1.72,3.58,76.19,2.21,220.94,2.55,220.75
2002,10,24,2.5,39.19,0,4.15,-8.77,-2.31,2.44,76.18,1.94,210.06,2.07,209.19
2002,10,25,2.81,43.19,0,4.51,-7.81,-1.66,3.69,76.24,2.3,202.88,2.7,202.69
2002,10,26,3.54,53.75,0,4.15,-4.68,-0.26,3.33,76.34,1.88,191.25,2.2,190.62
2002,10,27,4.21,68.69,0.02,3.14,-2.26,0.44,2.65,76.24,2.23,198.5,2.72,197.94
2002,10,28,3.66,59.44,0.3,3.51,-4.22,-0.35,2.27,76.07,2.2,189.38,2.56,188.75
2002,10,29,3.6,62.38,0.01,2.01,-4.45,-1.22,0.76,76.02,1.83,187.62,2.27,174.38
2002,10,30,3.3,52,0,3.9,-5.52,-0.81,2.48,76.21,2.3,184,2.73,183.31
2002,10,31,2.5,38.56,0,4.76,-8.75,-1.99,2.47,76.4,1.8,179.75,2.13,177.75
2002,11,1,1.89,33.38,0,3.6,-11.92,-4.16,1.71,76.54,2.44,171.69,2.94,169.81
2002,11,2,1.89,34.31,0,3.61,-12.06,-4.23,2.52,76.38,3.2,163.56,4.45,161.56
2002,11,3,1.77,29,0,4.9,-12.77,-3.94,2.41,76.39,2.48,186.81,3.17,185.25
2002,11,4,2.56,34.06,0,5.81,-9.27,-1.73,3.19,76.23,1.88,185.38,2.09,183.38
2002,11,5,3.6,55.56,0,4.01,-5.06,-0.52,2.43,76.2,1.55,189.19,1.81,188.38
2002,11,6,4.21,63.62,0,4.41,-2.67,0.87,4.51,76.15,1.9,180.81,2.41,180.12
2002,11,7,3.3,53.69,0,3.52,-6.06,-1.27,3.61,76.11,2.41,187.88,3.04,188
2002,11,8,4.39,78.94,0.01,1.83,-1.72,0.05,2.33,76.32,1.53,193.19,1.79,192.88
2002,11,9,3.6,73.75,0.54,0.12,-4.31,-2.1,-0.27,76.35,1.61,162.56,1.95,160.94
2002,11,10,2.75,46.5,0,3.1,-7.64,-2.27,1.96,76.06,2.05,186.06,2.3,185.94
2002,11,11,2.56,46.25,0,2.08,-8.52,-3.23,0.87,75.89,2.17,181,2.62,182.62
2002,11,12,2.14,38.25,0,2.23,-10.86,-4.31,0.66,75.84,2.24,184.94,2.62,183.81
2002,11,13,2.26,38.38,0,2.85,-9.97,-3.56,1.15,75.89,2.3,180.69,2.77,179.5
2002,11,14,3.48,60.19,0.5,2.36,-4.86,-1.25,1.44,76.01,1.55,161.75,1.9,161.25
2002,11,15,4.15,81.38,4.52,0.35,-2.58,-1.11,-0.13,76.23,1.16,169.19,1.3,166.88
2002,11,16,3.97,85.06,0.58,-0.69,-3.07,-1.88,-1.11,76.3,1.18,161.94,1.35,163.69
2002,11,17,3.78,89.88,3.31,-2.02,-3.78,-2.9,-1.94,76.42,1.23,156.25,1.44,151.38
2002,11,18,2.99,82.56,0,-3.67,-6.62,-5.15,-4.24,76.52,1.26,186.5,1.41,198.12
2002,11,19,2.32,64.25,0,-3.42,-9.58,-6.49,-4.45,76.54,1.45,163.19,1.69,163.19
2002,11,20,2.14,52.06,0,-1.99,-10.54,-6.27,-4.27,76.23,1.48,232.12,1.94,228.88
2002,11,21,2.56,66.44,0.02,-2.83,-8.42,-5.63,-4.88,76.32,1.32,222.69,1.55,230.62
2002,11,22,2.32,57.88,0,-1.63,-9.59,-5.6,-4.11,76.32,1.72,171,2.05,170.31
2002,11,23,2.08,45.06,0,-0.68,-10.99,-5.84,-3.68,76.29,1.83,178.62,2.09,177.25
2002,11,24,2.26,47.44,0,-0.32,-10.16,-5.24,-3.13,76.13,2.05,167.25,2.41,166.94
2002,11,25,2.01,41.44,0,0.3,-11.4,-5.55,-2.84,75.92,2.09,157.69,2.54,156.81
2002,11,26,2.08,44.31,0,-0.26,-11.02,-5.64,-2.4,75.92,1.74,175.69,2.17,177
2002,11,27,2.08,46.38,0.04,-1.13,-11.31,-6.21,-3.04,75.95,1.73,172.12,2.02,171.44
2002,11,28,2.87,74.69,0.12,-3.03,-7.17,-5.1,-2.8,76.26,1.48,139.19,1.9,136.44
2002,11,29,2.38,54.44,0.05,-1.19,-9.44,-5.31,-2.83,76.07,1.71,157.12,2.08,141.56
2002,11,30,2.93,86.69,1.18,-4.63,-6.89,-5.77,-4.68,76,1.6,224.88,1.87,208.5
2002,12,1,1.89,56.25,0,-3.68,-12.1,-7.88,-4.74,75.69,1.83,180.06,2.33,189.88
2002,12,2,2.56,84.69,2.88,-6.11,-8.7,-7.41,-5.58,75.76,1.4,224.06,1.58,224.62
2002,12,3,1.83,83.25,4.69,-9.69,-12.36,-11.02,-8.7,75.93,2.36,198.56,2.44,200.31
2002,12,4,1.16,87,4.37,-15.2,-17.01,-16.1,-15.14,76.01,2.59,272.19,2.64,257.88
2002,12,5,0.85,74.12,0.32,-16.63,-20.15,-18.39,-20.9,76.15,1.63,153.5,1.84,150.62
2002,12,6,0.79,56.62,0.01,-14.91,-21.28,-18.1,-19.95,76.2,2.16,166.69,2.61,164.19
2002,12,7,1.04,39.12,0,-8.26,-19.1,-13.68,-13.77,75.88,3.01,129.31,3.78,128.62
2002,12,8,1.28,36.5,0,-4.65,-16.63,-10.64,-9.68,75.75,2.46,163.38,3.04,162.62
2002,12,9,2.38,58.19,0,-1.98,-9.38,-5.68,-4.43,75.96,1.95,168.44,2.46,170.88
2002,12,10,2.5,53.38,0.2,-0.5,-9.12,-4.81,-3.45,75.74,1.31,163.5,1.79,163.81
2002,12,11,3.66,83.75,0.98,-1.56,-4.28,-2.92,-2.85,75.66,1.72,122.44,2.51,120.81
2002,12,12,3.78,91.69,2.85,-2.38,-3.85,-3.12,-3.27,75.83,1.19,69.38,1.52,70.19
2002,12,13,3.3,84.31,0.4,-2.75,-5.45,-4.1,-3.91,76.12,1.88,147.56,2.44,146
2002,12,14,3.11,79.06,2.02,-2.76,-6.31,-4.53,-3.9,75.89,2.03,164.44,2.66,165
2002,12,15,2.01,86.56,5.05,-8.93,-11.21,-10.07,-9.95,76.23,1.65,144.75,1.88,168.19
2002,12,16,1.89,61.62,0.07,-5.94,-12.1,-9.02,-8.95,75.93,1.57,94,1.98,92.75
2002,12,17,2.38,89.5,3.09,-7.46,-9.38,-8.42,-8.35,75.81,1.57,157.06,1.91,155.5
2002,12,18,2.08,95.81,7.24,-9.94,-11.06,-10.5,-10.7,75.58,1.19,113.5,1.49,111.81
2002,12,19,1.95,93.38,1.89,-10.28,-11.63,-10.95,-11.77,75.29,1.49,124.12,1.84,122.81
2002,12,20,2.38,92.38,0.06,-8.17,-9.68,-8.92,-10.3,75.37,1.45,126.81,1.82,127.06
2002,12,21,2.32,83.81,0.2,-7.44,-10.13,-8.79,-10.52,75.69,1.91,131.94,2.5,133.25
2002,12,22,2.99,81.88,0.3,-4.03,-6.93,-5.48,-5.99,75.48,3.05,124.69,4.2,123.38
2002,12,23,2.62,75.25,0.34,-4.95,-8.87,-6.92,-8.45,75.21,2.73,154.88,3.88,168.94
2002,12,24,2.32,89.25,1.14,-7.75,-9.67,-8.71,-10.7,75.74,1.41,185.06,1.59,185.25
2002,12,25,1.65,73.31,0.06,-10.36,-14.45,-12.41,-13.84,75.33,3.79,121.62,4.82,120.38
2002,12,26,1.65,55.94,0.02,-7.08,-14.35,-10.72,-11.37,75.46,2.34,156.75,2.9,141.12
2002,12,27,1.77,76.62,0.32,-9.31,-13.1,-11.2,-12.99,75.63,1.9,154.25,2.2,154.88
2002,12,28,1.46,82.06,3.47,-12.11,-14.97,-13.54,-16.73,75.78,1.78,186.12,2.11,185.5
2002,12,29,1.1,71.75,0.08,-13.78,-18.07,-15.92,-20.19,75.62,2.5,155.19,2.95,154
2002,12,30,1.4,78.44,0.16,-12.76,-16.2,-14.48,-18.08,75.91,1.76,215.31,2.05,217.88
2002,12,31,1.16,65.56,0.03,-12.48,-18.04,-15.26,-19.42,76.04,2.45,136,2.95,136.31
2003,1,1,1.28,51.69,0.01,-10.14,-18,-14.07,-15.56,75.75,3.82,132.19,4.83,131.19
2003,1,2,1.34,47.81,0,-7.86,-16.7,-12.28,-13.84,75.88,3.02,129.25,3.8,128.38
2003,1,3,1.28,46.44,0,-7.56,-16.99,-12.27,-15.38,76.14,2.36,158.12,2.85,157.44
2003,1,4,1.46,48.69,0,-7.07,-15.81,-11.44,-13.6,76.1,2.94,152.81,3.66,152.12
2003,1,5,2.01,52.19,0,-3.59,-11.84,-7.71,-7.13,75.55,3.45,122.19,4.8,120
2003,1,6,2.75,74.56,0,-3.63,-8.07,-5.85,-6.45,75.92,1.5,161.31,1.91,157.88
2003,1,7,2.75,87.25,0.11,-5.57,-7.88,-6.73,-7.26,76.04,1.85,176.94,2.32,175.75
2003,1,8,1.59,66.5,0.04,-8.56,-14.38,-11.47,-12.42,76.01,2.67,154,3.35,152.25
2003,1,9,1.28,48.12,0,-8.05,-16.96,-12.5,-13.09,75.92,2.68,128.62,3.28,129.19
2003,1,10,1.46,51.56,0,-7.02,-15.21,-11.12,-11.06,76.03,2.82,151.62,3.55,151.44
2003,1,11,2.08,68,0.24,-5.81,-11.35,-8.58,-8.18,76.08,1.42,176.69,1.74,174.25
2003,1,12,2.32,85.81,0,-7.34,-9.81,-8.57,-9.32,76.11,1.61,169.88,1.98,167.88
2003,1,13,1.83,58.12,0,-5.64,-12.69,-9.17,-7.99,75.92,2.4,142.06,3.19,142.62
2003,1,14,3.54,88.81,0.07,-2.84,-4.71,-3.77,-4.9,75.84,1.2,172.44,1.63,175.31
2003,1,15,3.23,72.19,0.11,-1.25,-5.81,-3.53,-4.78,75.71,0.98,172.12,1.27,178.19
2003,1,16,3.54,85.94,0,-2.32,-4.67,-3.49,-4.15,75.82,1.77,135.25,2.3,131.81
2003,1,17,3.6,76.94,0.01,-0.67,-4.52,-2.6,-3.28,76.04,1.73,159.62,2.16,159.69
2003,1,18,2.69,58.38,0,-0.76,-8.19,-4.48,-5.38,76,2.05,143.56,2.49,142
2003,1,19,2.14,53.19,0.14,-2.75,-11.04,-6.9,-6.38,76.18,1.76,174.31,2.05,173.44
2003,1,20,2.56,58.56,0.11,-1.44,-8.69,-5.06,-4.63,75.88,1.95,114.38,2.36,101.12
2003,1,21,2.56,65.31,0.03,-2.92,-8.86,-5.89,-4.38,75.81,2.07,176.12,2.5,191
2003,1,22,2.87,88.88,1.02,-5.23,-7.26,-6.24,-5.8,75.87,1.69,166.31,1.91,165.88
2003,1,23,2.32,86.94,0.43,-7.51,-9.85,-8.68,-7.46,75.85,1.59,230.19,1.77,245.25
2003,1,24,2.14,90.62,0.78,-9.01,-10.85,-9.93,-8.77,75.74,1.34,263.38,1.44,261.88
2003,1,25,1.65,76,0.86,-9.52,-13.51,-11.51,-10.56,75.79,1.41,163.31,1.63,158.12
2003,1,26,1.4,55.62,0.07,-8.19,-15.53,-11.86,-9.44,75.79,3.24,112.75,4.06,112.81
2003,1,27,2.14,64.44,0,-4.91,-10.86,-7.88,-6.06,75.7,1.77,154.81,2.12,151.12
2003,1,28,1.95,61.12,0,-5.37,-11.89,-8.63,-7.19,75.51,1.93,154.69,2.26,150.88
